Species,Block,Street,Trap,Latitude,Longitude,AddressAccuracy,WnvPresent,Tmax_x,Tmin_x,Tavg_x,DewPoint_x,WetBulb_x,Heat_x,Cool_x,PrecipTotal_x,StnPressure_x,SeaLevel_x,ResultSpeed_x,ResultDir_x,AvgSpeed_x,Tmax_y,Tmin_y,Tavg_y,DewPoint_y,WetBulb_y,Heat_y,Cool_y,PrecipTotal_y,StnPressure_y,SeaLevel_y,ResultSpeed_y,ResultDir_y,AvgSpeed_y,day,month,year
1,72,38,16,42.011601,-87.811506,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,38,16,19,41.94983,-87.698457,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,38,16,19,41.94983,-87.698457,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,49,115,20,41.979243,-87.750938,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,49,115,20,41.979243,-87.750938,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
3,58,48,22,41.986921,-87.689778,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,58,48,22,41.986921,-87.689778,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,50,58,24,41.801498,-87.763416,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,50,58,24,41.801498,-87.763416,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,14,22,25,41.906638,-87.701431,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,14,22,25,41.906638,-87.701431,9,1,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,10,90,70,41.723195,-87.64997,5,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,10,90,70,41.723195,-87.64997,5,1,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,11,50,71,41.868077,-87.666901,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,11,50,71,41.868077,-87.666901,9,1,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
6,11,50,71,41.868077,-87.666901,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,53,114,94,41.961743,-87.76007,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,43,13,98,41.878114,-87.629798,3,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,43,13,98,41.878114,-87.629798,3,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
3,43,13,98,41.878114,-87.629798,3,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,43,13,98,41.878114,-87.629798,3,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,42,41,99,41.958271,-87.702575,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
3,42,41,99,41.958271,-87.702575,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,42,41,99,41.958271,-87.702575,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,28,20,100,41.932094,-87.700117,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,28,20,100,41.932094,-87.700117,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,15,124,102,41.994469,-87.667736,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,18,119,103,42.006858,-87.675919,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,18,119,103,42.006858,-87.675919,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,70,0,104,41.916265,-87.800515,8,1,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,70,0,104,41.916265,-87.800515,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,25,77,105,41.846075,-87.716277,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
3,25,77,105,41.846075,-87.716277,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,25,77,105,41.846075,-87.716277,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,21,27,107,41.918705,-87.752329,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,21,27,107,41.918705,-87.752329,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,37,23,123,41.948167,-87.730698,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,37,23,123,41.948167,-87.730698,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,45,17,128,41.963976,-87.69181,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,45,17,128,41.963976,-87.69181,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,40,47,0,41.953705,-87.733974,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,46,33,4,41.964242,-87.757639,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,46,33,4,41.964242,-87.757639,8,1,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,60,15,7,41.990284,-87.797127,8,1,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,60,15,7,41.990284,-87.797127,8,1,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,70,35,9,42.008314,-87.777921,9,1,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,70,35,9,42.008314,-87.777921,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,61,28,12,41.991429,-87.747113,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,27,92,26,41.843811,-87.686763,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,27,92,26,41.843811,-87.686763,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,68,116,29,41.921177,-87.79518,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,68,116,29,41.921177,-87.79518,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,30,99,32,41.857402,-87.694991,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
3,30,99,32,41.857402,-87.694991,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,30,99,32,41.857402,-87.694991,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,11,55,36,41.868142,-87.696269,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,11,55,36,41.868142,-87.696269,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,25,87,40,41.846283,-87.656913,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,10,112,67,41.721474,-87.648064,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,10,112,67,41.721474,-87.648064,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,10,56,69,41.869107,-87.696293,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,10,56,69,41.869107,-87.696293,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,18,128,127,41.966987,-87.674677,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,18,128,127,41.966987,-87.674677,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,61,121,13,41.923738,-87.785288,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,61,121,13,41.923738,-87.785288,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,64,136,14,41.970248,-87.787992,8,1,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,64,136,14,41.970248,-87.787992,8,1,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,12,125,18,42.010412,-87.66214,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
3,12,125,18,42.010412,-87.66214,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,10,19,23,41.89923,-87.716788,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,10,19,23,41.89923,-87.716788,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,20,2,66,41.692555,-87.598865,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,20,2,66,41.692555,-87.598865,8,1,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,33,43,97,41.94016,-87.794896,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,33,43,97,41.94016,-87.794896,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,60,135,6,41.942114,-87.776385,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,60,135,6,41.942114,-87.776385,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,60,130,17,41.960616,-87.777189,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,60,130,17,41.960616,-87.777189,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,33,11,33,41.883284,-87.705085,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,49,137,5,41.962728,-87.748367,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,30,68,27,41.836644,-87.677737,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
3,30,68,27,41.836644,-87.677737,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,30,68,27,41.836644,-87.677737,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,42,100,28,41.837085,-87.729384,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
3,42,100,28,41.837085,-87.729384,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,42,100,28,41.837085,-87.729384,9,1,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,17,40,30,41.911824,-87.726737,9,1,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,17,40,30,41.911824,-87.726737,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,22,133,43,41.823065,-87.678378,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,22,133,43,41.823065,-87.678378,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,22,102,44,41.801179,-87.679447,8,1,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
3,22,102,44,41.801179,-87.679447,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,22,102,44,41.801179,-87.679447,8,1,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
6,22,102,44,41.801179,-87.679447,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,35,102,45,41.800737,-87.71188,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
3,35,102,45,41.800737,-87.71188,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,35,102,45,41.800737,-87.71188,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,52,104,47,41.778297,-87.752411,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,52,104,47,41.778297,-87.752411,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,52,104,47,41.778297,-87.752411,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
3,52,104,47,41.778297,-87.752411,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,52,104,47,41.778297,-87.752411,9,1,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,52,104,47,41.778297,-87.752411,9,1,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,67,69,49,41.77166,-87.703047,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,67,69,49,41.77166,-87.703047,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
6,67,69,49,41.77166,-87.703047,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,73,60,50,41.759346,-87.745602,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,73,60,50,41.759346,-87.745602,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,22,107,51,41.768388,-87.678649,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,22,107,51,41.768388,-87.678649,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,52,79,52,41.797616,-87.797894,8,1,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,52,79,52,41.797616,-87.797894,8,1,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,61,76,53,41.781416,-87.776532,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,61,76,53,41.781416,-87.776532,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,10,8,55,41.773215,-87.60088,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,10,8,55,41.773215,-87.60088,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,39,50,56,41.822536,-87.666343,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,39,50,56,41.822536,-87.666343,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,47,61,57,41.799282,-87.585487,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,47,61,57,41.799282,-87.585487,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
6,47,61,57,41.799282,-87.585487,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,64,86,59,41.778748,-87.586427,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,71,84,61,41.766202,-87.562889,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,71,84,61,41.766202,-87.562889,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
6,71,84,61,41.766202,-87.562889,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,77,66,62,41.754676,-87.612922,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
3,77,66,62,41.754676,-87.612922,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,77,66,62,41.754676,-87.612922,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,40,63,63,41.821582,-87.627796,9,1,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,40,63,63,41.821582,-87.627796,9,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
2,50,89,64,41.803423,-87.642984,8,1,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
1,50,89,64,41.803423,-87.642984,8,0,87,69,78,70,72,0,13,0.0,29.21,29.91,3.8,18,6.0,85,69,77,70,72,0,12,0.01,29.26,29.89,3.5,17,6.0,21,8,2007
