Species,Block,Street,Trap,Latitude,Longitude,WnvPresent,DewPoint_x,Heat_x,Cool_x,PrecipTotal_x,StnPressure_x,SeaLevel_x,ResultSpeed_x,ResultDir_x,AvgSpeed_x,day,month,year,Tmax_x_bin_bin2,Tmax_x_bin_bin3,Tmax_x_bin_bin4,Tmax_x_bin_bin5,Tmax_x_bin_bin6,Tmax_x_bin_bin7,Tmax_x_bin_bin8,Tmax_x_bin_bin9,Tmax_x_bin_bin10,Tmax_x_bin_bin11,Tmax_x_bin_bin12,Tmax_x_bin_bin13,Tmax_x_bin_bin14,Tavg_x_bin_bin2,Tavg_x_bin_bin3,Tavg_x_bin_bin4,Tavg_x_bin_bin5,Tavg_x_bin_bin6,Tavg_x_bin_bin7,Tavg_x_bin_bin8,Tavg_x_bin_bin9,Tavg_x_bin_bin10,Tavg_x_bin_bin11,Tavg_x_bin_bin12,Tavg_x_bin_bin13,Tavg_x_bin_bin14,Tmin_x_bin_bin2,Tmin_x_bin_bin3,Tmin_x_bin_bin4,Tmin_x_bin_bin5,Tmin_x_bin_bin6,Tmin_x_bin_bin7,Tmin_x_bin_bin8,Tmin_x_bin_bin9,Tmin_x_bin_bin10,Tmin_x_bin_bin11,Tmin_x_bin_bin12,Tmin_x_bin_bin13,Tmin_x_bin_bin14,WetBulb_x_bin_bin2,WetBulb_x_bin_bin3,WetBulb_x_bin_bin4,WetBulb_x_bin_bin5,WetBulb_x_bin_bin6,WetBulb_x_bin_bin7,WetBulb_x_bin_bin8,WetBulb_x_bin_bin9,WetBulb_x_bin_bin10,WetBulb_x_bin_bin11,WetBulb_x_bin_bin12,WetBulb_x_bin_bin13,WetBulb_x_bin_bin14
1,12,64,88,41.673408,-87.599862,1,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,12,64,88,41.673408,-87.599862,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,12,64,88,41.673408,-87.599862,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,10,86,93,41.726465,-87.585413,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,10,86,93,41.726465,-87.585413,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,10,86,93,41.726465,-87.585413,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,10,86,93,41.726465,-87.585413,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,10,86,93,41.726465,-87.585413,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,10,86,93,41.726465,-87.585413,1,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,10,86,93,41.726465,-87.585413,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,10,86,93,41.726465,-87.585413,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6,10,86,93,41.726465,-87.585413,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,13,88,116,41.678618,-87.559308,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,13,88,116,41.678618,-87.559308,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,13,88,116,41.678618,-87.559308,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,13,88,116,41.678618,-87.559308,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6,13,88,116,41.678618,-87.559308,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6,13,88,116,41.678618,-87.559308,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,13,75,119,41.737052,-87.543067,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,13,75,119,41.737052,-87.543067,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,13,54,120,41.740641,-87.546587,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,13,54,120,41.740641,-87.546587,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,37,4,121,41.680946,-87.535198,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,37,4,121,41.680946,-87.535198,1,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,37,4,121,41.680946,-87.535198,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,37,4,121,41.680946,-87.535198,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,38,3,122,41.686398,-87.531635,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,38,3,122,41.686398,-87.531635,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
4,38,3,122,41.686398,-87.531635,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6,38,3,122,41.686398,-87.531635,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,81,10,86,41.729669,-87.582699,1,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,81,10,86,41.729669,-87.582699,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,24,1,89,41.704572,-87.565666,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,24,1,89,41.704572,-87.565666,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,24,1,89,41.704572,-87.565666,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,24,1,89,41.704572,-87.565666,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,24,1,89,41.704572,-87.565666,1,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,10,62,84,41.750498,-87.605294,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,10,62,84,41.750498,-87.605294,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,11,52,85,41.702724,-87.536497,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,11,52,85,41.702724,-87.536497,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,11,52,85,41.702724,-87.536497,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,11,52,85,41.702724,-87.536497,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,11,52,85,41.702724,-87.536497,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,11,52,85,41.702724,-87.536497,1,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6,11,52,85,41.702724,-87.536497,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,40,5,129,41.659112,-87.538693,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,40,5,129,41.659112,-87.538693,0,66,0,14,0.0,29.28,29.99,9.0,20,9.5,28,8,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,41,36,1,41.95469,-87.800991,1,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,41,36,1,41.95469,-87.800991,1,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,62,30,8,41.994991,-87.769279,0,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,62,30,8,41.994991,-87.769279,0,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,79,120,15,41.974089,-87.824812,0,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,15,138,34,41.9216,-87.666455,0,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,15,138,34,41.9216,-87.666455,0,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,11,117,38,41.896282,-87.655232,0,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,22,18,41,41.921965,-87.632085,0,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,22,18,41,41.921965,-87.632085,0,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,53,46,91,41.891126,-87.61156,0,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3,53,46,91,41.891126,-87.61156,0,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,53,46,91,41.891126,-87.61156,0,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6,53,46,91,41.891126,-87.61156,0,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,65,36,96,41.999129,-87.795585,0,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,75,37,101,42.01743,-87.687769,0,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,75,37,101,42.01743,-87.687769,0,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,15,29,106,41.907645,-87.760886,0,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,91,126,10,41.981964,-87.812827,0,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,91,126,10,41.981964,-87.812827,0,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,91,126,10,41.981964,-87.812827,0,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,91,126,10,41.981964,-87.812827,0,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,36,39,11,41.944869,-87.832763,0,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,36,39,11,41.944869,-87.832763,0,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,72,38,16,42.011601,-87.811506,0,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,38,16,19,41.94983,-87.698457,0,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,49,115,20,41.979243,-87.750938,0,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,49,115,20,41.979243,-87.750938,0,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,58,48,22,41.986921,-87.689778,1,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,58,48,22,41.986921,-87.689778,1,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,50,58,24,41.801498,-87.763416,0,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,50,58,24,41.801498,-87.763416,0,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,14,22,25,41.906638,-87.701431,0,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,14,22,25,41.906638,-87.701431,0,60,0,11,0.0,29.28,30.0,2.8,22,4.3,4,9,2007,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
